-0.600000	0.000000	0.700000
-0.600000	0.000000	0.700000
-0.596250	0.000000	0.705000
-0.592500	0.000000	0.710000
-0.590000	0.000000	0.713333
-0.585000	0.000000	0.720000
-0.581250	0.000000	0.725000
-0.580000	0.000000	0.726667
-0.577500	0.000000	0.730000
-0.575000	0.000000	0.733333
-0.573750	0.000000	0.735000
-0.570000	0.000000	0.740000
-0.566250	0.000000	0.745000
-0.565000	0.000000	0.746667
-0.562500	0.000000	0.750000
-0.560000	0.000000	0.753333
-0.558750	0.000000	0.755000
-0.556212	0.000000	0.758384
-0.556212	-0.000000	0.758384
-0.555000	-0.000033	0.757808
-0.550000	-0.000171	0.755431
-0.545000	-0.000308	0.753055
-0.540000	-0.000446	0.750678
-0.535000	-0.000583	0.748301
-0.530000	-0.000721	0.745925
-0.525000	-0.000858	0.743548
-0.520000	-0.000996	0.741172
-0.515000	-0.001133	0.738795
-0.510000	-0.001271	0.736419
-0.505000	-0.001408	0.734042
-0.500000	-0.001546	0.731665
-0.495000	-0.001683	0.729289
-0.490000	-0.001821	0.726912
-0.485977	-0.001931	0.725000
-0.485000	-0.001958	0.724536
-0.480000	-0.002096	0.722159
-0.475457	-0.002220	0.720000
-0.475000	-0.002233	0.719783
-0.470000	-0.002370	0.717406
-0.465000	-0.002508	0.715029
-0.460000	-0.002645	0.712653
-0.455000	-0.002783	0.710276
-0.454419	-0.002799	0.710000
-0.450000	-0.002920	0.707900
-0.445000	-0.003058	0.705523
-0.443899	-0.003088	0.705000
-0.440000	-0.003195	0.703146
-0.435000	-0.003333	0.700770
-0.433380	-0.003377	0.700000
-0.430000	-0.003470	0.698393
-0.425000	-0.003608	0.696017
-0.422861	-0.003667	0.695000
-0.420000	-0.003745	0.693640
-0.415000	-0.003883	0.691264
-0.412341	-0.003956	0.690000
-0.410000	-0.004020	0.688887
-0.405000	-0.004158	0.686510
-0.401822	-0.004245	0.685000
-0.400000	-0.004295	0.684134
-0.395000	-0.004433	0.681757
-0.391303	-0.004534	0.680000
-0.390000	-0.004570	0.679381
-0.385000	-0.004708	0.677004
-0.380783	-0.004824	0.675000
-0.380000	-0.004845	0.674628
-0.375000	-0.004983	0.672251
-0.370264	-0.005113	0.670000
-0.365000	-0.005258	0.667498
-0.360000	-0.005395	0.665121
-0.359745	-0.005402	0.665000
-0.355000	-0.005533	0.662745
-0.350000	-0.005670	0.660368
-0.349225	-0.005691	0.660000
-0.345000	-0.005807	0.657992
-0.340000	-0.005945	0.655615
-0.338706	-0.005981	0.655000
-0.335000	-0.006082	0.653238
-0.330000	-0.006220	0.650862
-0.328187	-0.006270	0.650000
-0.325000	-0.006357	0.648485
-0.320000	-0.006495	0.646109
-0.317667	-0.006559	0.645000
-0.315000	-0.006632	0.643732
-0.310000	-0.006770	0.641355
-0.307148	-0.006848	0.640000
-0.305000	-0.006907	0.638979
-0.300000	-0.007045	0.636602
-0.296629	-0.007137	0.635000
-0.295000	-0.007182	0.634226
-0.290000	-0.007320	0.631849
-0.286109	-0.007427	0.630000
-0.285000	-0.007457	0.629473
-0.280000	-0.007595	0.627096
-0.275590	-0.007716	0.625000
-0.275000	-0.007732	0.624719
-0.270000	-0.007870	0.622343
-0.265071	-0.008005	0.620000
-0.260000	-0.008145	0.617590
-0.255000	-0.008282	0.615213
-0.254551	-0.008294	0.615000
-0.250000	-0.008420	0.612837
-0.245000	-0.008557	0.610460
-0.244032	-0.008584	0.610000
-0.240000	-0.008695	0.608083
-0.235000	-0.008832	0.605707
-0.233513	-0.008873	0.605000
-0.230000	-0.008970	0.603330
-0.225000	-0.009107	0.600954
-0.222993	-0.009162	0.600000
-0.220000	-0.009244	0.598577
-0.215000	-0.009382	0.596201
-0.212474	-0.009451	0.595000
-0.210000	-0.009519	0.593824
-0.205000	-0.009657	0.591447
-0.201955	-0.009741	0.590000
-0.200000	-0.009794	0.589071
-0.195000	-0.009932	0.586694
-0.191435	-0.010030	0.585000
-0.190000	-0.010069	0.584318
-0.185000	-0.010207	0.581941
-0.180916	-0.010319	0.580000
-0.180000	-0.010344	0.579564
-0.175000	-0.010482	0.577188
-0.170397	-0.010608	0.575000
-0.170000	-0.010619	0.574811
-0.165000	-0.010757	0.572435
-0.160000	-0.010894	0.570058
-0.155000	-0.011032	0.567682
-0.150000	-0.011169	0.565305
-0.149358	-0.011187	0.565000
-0.145000	-0.011307	0.562928
-0.140000	-0.011444	0.560552
-0.138839	-0.011476	0.560000
-0.135000	-0.011582	0.558175
-0.130000	-0.011719	0.555799
-0.128319	-0.011765	0.555000
-0.125000	-0.011857	0.553422
-0.120000	-0.011994	0.551046
-0.117800	-0.012055	0.550000
-0.115000	-0.012132	0.548669
-0.110000	-0.012269	0.546292
-0.107281	-0.012344	0.545000
-0.105000	-0.012406	0.543916
-0.100000	-0.012544	0.541539
-0.096761	-0.012633	0.540000
-0.095000	-0.012681	0.539163
-0.090000	-0.012819	0.536786
-0.086242	-0.012922	0.535000
-0.085000	-0.012956	0.534409
-0.080000	-0.013094	0.532033
-0.075723	-0.013211	0.530000
-0.075000	-0.013231	0.529656
-0.070000	-0.013369	0.527280
-0.065203	-0.013501	0.525000
-0.060000	-0.013644	0.522527
-0.055000	-0.013781	0.520150
-0.054684	-0.013790	0.520000
-0.050000	-0.013919	0.517773
-0.045000	-0.014056	0.515397
-0.044165	-0.014079	0.515000
-0.040000	-0.014194	0.513020
-0.035000	-0.014331	0.510644
-0.033645	-0.014368	0.510000
-0.030000	-0.014469	0.508267
-0.025000	-0.014606	0.505891
-0.023126	-0.014658	0.505000
-0.020000	-0.014744	0.503514
-0.015000	-0.014881	0.501137
-0.012607	-0.014947	0.500000
